Organization Name,Organization Name URL,Estimated Revenue Range,IPO Status,Operating Status,Acquisition Status,Company Type,Number of Employees,Full Description,Industries,Headquarters Location,Description,CB Rank (Company)
Impetus Technologies,https://www.crunchbase.com/organization/impetus-technologies-inc,$500M to $1B,Private,Active,,For Profit,1001-5000,"Impetus Technologies is a software products and services company focused on creating powerful and intelligent enterprises through deep data awareness, data integration and advanced data analytics. Our products and services are designed to empower the real-time data-driven enterprise, to help our clients win in the modern world of digital transformation. Impetus is proud to partner with such Fortune 100 clients as American Express, Bank of America, Capital One, Fannie Mae, McKesson, Toyota, United Airlines, Verizon and more. The company is headquartered in Los Gatos, California with international offices in India, Australia and Canada.","Analytics, Artificial Intelligence (AI), Big Data, Cloud Computing, Information Technology, Software","Los Gatos, California, United States","Impetus Technologies is a digital engineering company that provides data, analytics, and enterprise AI solutions.","1,118"
Quantiphi,https://www.crunchbase.com/organization/quantiphi,$500M to $1B,Private,Active,Made Acquisitions,For Profit,1001-5000,"Quantiphi is a category defining Data Science and Machine Learning software and services company focused on helping organizations translate the big promise of Big Data & Machine Learning technologies into quantifiable business impact. Quantiphi helps clients find and capture hidden value from data through a unique blend of business acumen, big-data, machine learning, and intuitive information design. Its signature approach combines deep industry experience, disciplined cloud, and data-engineering practices and cutting-edge Machine Learning research to achieve quantifiable impact. Quantiphi was founded in 2013 and is headquartered in Marlborough, Massachusetts.","Artificial Intelligence (AI), Cloud Data Services, InsurTech, Machine Learning, Software","Marlborough, Massachusetts, United States",Quantiphi is a digital engineering company that provides data science and machine learning software and services.,"1,172"
CCC Intelligent Solutions,https://www.crunchbase.com/organization/ccc-information-services,$500M to $1B,Public,Active,"Made Acquisitions, Was Acquired",For Profit,1001-5000,"CCC is a SaaS platform for the multi-trillion-dollar P&C insurance economy powering operations for insurers, repairers, automakers, part suppliers, lenders, and more. CCC cloud technology connects more than 30,000 businesses digitizing mission-critical workflows, commerce, and customer experiences. A trusted leader in AI, IoT, customer experience, network and workflow management, CCC delivers innovations that keep people’s lives moving forward when it matters most.","Artificial Intelligence (AI), Cloud Data Services, Information Technology, Insurance, InsurTech, SaaS, Software, Technical Support","Chicago, Illinois, United States",CCC Intelligent Solutions is a SaaS platform that offers digital and data services for the insurance and automotive industries.,"1,200"
BlueHalo,https://www.crunchbase.com/organization/bluehalo-0cfe,$500M to $1B,Private,Active,"Made Acquisitions, Was Acquired",For Profit,1001-5000,BlueHalo manufactures advanced engineering products for the national security industry. The company specializes training and simulation and technical expertise from research and development through deployment to address the complex challenges of clients critical missions.,"Aerospace, Artificial Intelligence (AI), Machine Learning, Manufacturing, Supply Chain Management","Arlington, Virginia, United States","BlueHalo manufactures engineering products for the national security, space, directed energy, and missile defense industries.","1,421"
Sama,https://www.crunchbase.com/organization/samasource,$500M to $1B,Private,Active,,For Profit,1001-5000,"Sama is a globally recognized leader in data annotation solutions for enterprise AI models that require the highest accuracy. As an industry pioneer with 15-years of experience, Sama’s expertise and solutions are trusted by leading companies such as GM, Ford, Continental, Google, and many more. Sama specializes in image, video, language, lidar, and sensor data annotation and validation for complex machine learning algorithms. As a leader in ethical AI and as a Certified B-Corp, we’ve pioneered an impact model that harnesses the power of markets for social good, and has been proven to meaningfully improve employment and income outcomes for those with the greatest barriers to formal work. So far, helping more than 60,000 people lift themselves out of poverty.","Artificial Intelligence (AI), Data Collection and Labeling, Enterprise Software, Machine Learning","San Francisco, California, United States",Sama is a training data partner trusted by organizations to develop accurate artificial intelligence and machine learning models.,"1,656"
HighRadius,https://www.crunchbase.com/organization/highradius,$500M to $1B,Private,Active,Made Acquisitions,For Profit,1001-5000,"HighRadius offers cloud-based Autonomous Software for the Office of the CFO. The company products provide value to a wide range of customers and are especially relevant to industries like consumer products, manufacturing, distribution, energy, and others that sell products or provide a service to other businesses.","Accounting, Artificial Intelligence (AI), FinTech, Machine Learning, SaaS, Software","Houston, Texas, United States",HighRadius is a SaaS company that develops artificial intelligence-based order-to-cash and treasury management software.,"2,006"
Upstart,https://www.crunchbase.com/organization/upstart,$500M to $1B,Public,Active,Made Acquisitions,For Profit,1001-5000,"Upstart is a lending platform that leverages artificial intelligence and machine learning to price credit and automates the borrowing process. The company's proprietary underwriting model identifies borrowers despite limited credit and employment history by using variables including schools attended, area of study, and work experience. Upstart powered banks can offer higher approval rates and experience lower loss rates*, while simultaneously delivering the exceptional digital-first lending experience their customers demand. Upstart was founded in 2012 and headquartered in San Mateo, California and Columbus, Ohio.","Artificial Intelligence (AI), Automotive, Consumer Lending, Credit, Financial Services, FinTech, Lending, Machine Learning, Personal Finance","San Mateo, California, United States",Upstart (NASDAQ: UPST) is a leading AI lending marketplace partnering with banks and credit unions to expand access to affordable credit.,"2,898"
Zoox,https://www.crunchbase.com/organization/zoox,$500M to $1B,Private,Active,"Made Acquisitions, Was Acquired",For Profit,1001-5000,"Zoox is a California based robotics company founded by Tim Kentley-Klay and Dr. Jesse Levinson to create autonomous mobility. Operating at the intersection of design, computer science, and electro-mechanical engineering, Zoox is a multidisciplinary team working to imagine and build an advanced mobility experience that will support the future needs of urban mobility for both people and the environment.","Artificial Intelligence (AI), Autonomous Vehicles, Machine Learning, Robotics, Transportation","Foster City, California, United States",Zoox is an AI robotics company that provides mobility-as-a-service and self-driving car services.,"3,431"
Cruise,https://www.crunchbase.com/organization/cruise,$500M to $1B,Private,Active,"Made Acquisitions, Was Acquired",For Profit,1001-5000,"Cruise is building advanced self-driving vehicles to safely connect people with places, things, and experiences they care about. Cruise autonomous vehicles are actively navigating challenging and unpredictable driving environments, tackling the complex traffic scenarios human drivers face daily to bring self-driving technology to the world.","Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Machine Learning, Transportation","San Francisco, California, United States",Cruise is an autonomous vehicle company that develops electric cars for urban mobility.,"3,955"
Highspot,https://www.crunchbase.com/organization/highspot-2,$500M to $1B,Private,Active,Made Acquisitions,For Profit,1001-5000,"Highspot is an AI-fueled sales enablement platform that helps companies worldwide improve the performance of their sales teams. Its platform specializes in providing intelligent content management, training, contextual guidance, customer engagement, and actionable analytics. Its unified sales enablement platform gives revenue teams a single solution to elevate customer conversations and drive repeatable revenue, bringing together native content and guidance, training and coaching, and engagement intelligence – all supported by actionable analytics. The company was founded in 2012 and headquartered in Seatle, Washington.","Artificial Intelligence (AI), Enterprise Software, Sales Automation, Sales Enablement, Software","Seattle, Washington, United States",Highspot is a sales enablement platform that helps companies worldwide improve the performance of their sales teams.,"4,029"
NODAR,https://www.crunchbase.com/organization/nodar,$500M to $1B,Private,Active,,For Profit,Nov-50,"NODAR develops a camera-based 3D vision system for autonomous vehicles that provides unprecedented accuracy. The safety of these vehicles depends on the reliability and performance of their 3D sensors. NODAR is building the next generation of camera-based 3D vision technology that delivers the performance, reliability, and price required by mainstream automotive.","3D Technology, Artificial Intelligence (AI), Autonomous Vehicles, Computer Vision, Sensor","Somerville, Massachusetts, United States",NODAR develops a camera-based 3D vision system for autonomous vehicles.,"4,710"
ACCURE Battery Intelligence,https://www.crunchbase.com/organization/accure-battery-intelligence,$500M to $1B,Private,Active,,For Profit,51-100,Accure is a battery analytics company. The software and AI-driven solution assist manufacturers and operators in monitoring the overall health and safety conditions of a battery system throughout its lifecycle.,"Analytics, Artificial Intelligence (AI), Battery, Energy, Energy Storage, Machine Learning, Predictive Analytics, Renewable Energy, Software","Aachen, Nordrhein-Westfalen, Germany",ACCURE is an AI-powered battery analytics company.,"4,784"
Lemonade,https://www.crunchbase.com/organization/lemonade,$500M to $1B,Public,Active,Made Acquisitions,For Profit,1001-5000,"Lemonade operates as a full-stack insurance company powered by AI and behavioral economics and driven by social good. It is a licensed insurance carrier, offering homeowners and renters insurance. Lemonade replaces brokers and bureaucracy with bots and machine learning, delivering zero paperwork and instant everything.  The company uses artificial intelligence and behavioral economics to set rates for the homes and renters it insures.  Lemonade was founded in Tel Aviv, Israel, in 2015 and is headquartered in New York, NY, United States.","Artificial Intelligence (AI), Financial Services, Insurance, InsurTech","New York, New York, United States",Lemonade is a digital insurance company that uses artificial intelligence and behavioral economics.,"5,404"
K Health,https://www.crunchbase.com/organization/kang-health,$500M to $1B,Private,Active,Made Acquisitions,For Profit,101-250,"K Health is a data-driven digital primary care app that uses AI to deliver personalized primary care. The AI-powered health platform integrates data and creates a predictive model to enable its user to learn more about their personal well-being as well as help them better manage their health by comparing themselves to people with similar characteristics, gender, age, symptoms, and medical history, through a free symptom tracker. K Health is backed by Mangrove, 14W, Comcast Ventures, Lerer Hippeau, Primary Ventures, Max Ventures, The Box Group, GGV Capital, Valor Equity Partners, Kaiser Permanente, LTS Ventures, Atreides Ventures, PICO Partners, Marcy Venture Partners, and other New York and Israeli seed investors.","Artificial Intelligence (AI), Health Care, Information Technology, mHealth, Mobile Apps, Primary and Urgent Care","New York, New York, United States",K Health is a data-driven digital primary care system that uses AI to deliver personalized primary care services.,"6,556"
ScienceLogic,https://www.crunchbase.com/organization/sciencelogic,$500M to $1B,Private,Active,Made Acquisitions,For Profit,501-1000,"ScienceLogic is a provider of AI-driven monitoring solutions for hybrid cloud management. The company specializes in hybrid IT service assurance. Over 50,000 global service providers, enterprises, and government organizations rely on ScienceLogic to significantly enhance IT efficiency, optimize operations, and ensure business continuity.  The company is a monitoring solution that provides a comprehensive, real-time view of all IT components, whether they reside in a public cloud environment or on-premises. With hundreds of packaged management apps and custom automation capabilities, they deliver the global scale, resiliency, and automation needed to simplify the constantly evolving task of managing IT infrastructure, applications, and services.","Analytics, Artificial Intelligence (AI), Cloud Data Services, Cloud Management, IT Management","Reston, Virginia, United States",ScienceLogic is a provider of AI-driven monitoring solutions for hybrid cloud management.,"7,705"
Xometry,https://www.crunchbase.com/organization/xometry,$500M to $1B,Public,Active,Made Acquisitions,For Profit,501-1000,"Xometry is a AI-enabled marketplace for on-demand manufacturing, transforming one of the largest industries in the world. Xometry uses its proprietary technology to create a marketplace that enables buyers to efficiently source on-demand manufactured parts and assemblies, and empowers sellers of manufacturing services to grow their businesses.","3D Printing, Artificial Intelligence (AI), Industrial Engineering, Software","Gaithersburg, Maryland, United States",Xometry is an online marketplace that allows customers to access a network of machine shops and custom manufacturers.,"10,507"
ALL3D.ai,https://www.crunchbase.com/organization/all3d-ai,$500M to $1B,Private,Active,,For Profit,Nov-50,"Our easy to use 3D technology creates hyper realistic, low cost and re usable product images, virtual spaces and tours helping business' create better visualization and more beautiful brands.","Artificial Intelligence (AI), E-Commerce, Information Technology, Software, Virtual Reality","San Francisco, California, United States","ALL3D.ai provides services and solutions to create, customize, collaborate, manage, distribute, and monetize 2D and 3D assets.","10,935"
Espressive,https://www.crunchbase.com/organization/espressive,$500M to $1B,Private,Active,,For Profit,51-100,"Espressive specializes in providing companies with artificial intelligence support for employees. Its AI-based virtual support agent (VSA) called Barista, brings the ease of consumer virtual assistants, such as Amazon Alexa and Google Home, into the workplace. Barista automates the resolution of employee questions, issues, and requests with personalized experiences that result in employee adoption of 80 to 85% and reduced help desk call volume of 40 to 60%. The company was founded in 2016 and is headquartered in Santa Clara, California.","Artificial Intelligence (AI), Information Technology, Robotics, Software","Santa Clara, California, United States",Espressive specializes in providing companies with artificial intelligence support for employees.,"11,066"
Agora,https://www.crunchbase.com/organization/the-agora,$500M to $1B,Private,Active,,For Profit,10-Jan,"Agora finds actionable insights using machine learning and natural language processing. Their social media networking applications are designed to share ideas and conversations. The company's application provides a unified interface to manage, share and access email, calendar, tasks, notes, photos, and music through cloud storage, enabling clients to connect and interact with others and engage themselves with the community for a social cause.","Artificial Intelligence (AI), Machine Learning, Natural Language Processing, Software","Cambridge, Massachusetts, United States",Agora uses machine learning and natural language processing to discover actionable insights in large-scale conversations.,"11,085"
xCures,https://www.crunchbase.com/organization/xcures,$500M to $1B,Private,Active,,For Profit,51-100,"The convergence of genomics, precision medicine, and AI have created an unprecedented moment in the world of oncology. But the drug-centric way in which treatments are developed and the haphazard way in which knowledge about those treatments is captured and delivered to the point of care does not serve patients well. xCures is changing that, with an AI-based precision oncology platform that tightly integrates cancer research and care. The xCures platform runs a perpetual trial that captures Real World Evidence (RWE) to continuously learn from all patients, on all treatments, all the time. It coordinates treatment recommendations across all patients and institutions to match patients with the treatments that work. And it packages RWE for use by stakeholders across oncology, slashing the time and cost of drug development and saving lives.","Artificial Intelligence (AI), Biotechnology, Health Care, Machine Learning, Medical, Oncology, Pharmaceutical","Oakland, California, United States",xCures is an AI-based precision oncology platform that tightly integrates cancer research and care.,"11,327"
iRobot,https://www.crunchbase.com/organization/irobot,$500M to $1B,Public,Active,Made Acquisitions,For Profit,501-1000,"iRobot designs and builds robots that empower people to do more. The company's home robots help people find smarter ways to clean and accomplish more in their daily lives. iRobot's portfolio of solutions features proprietary technologies for the connected home and advanced concepts in navigation, mobility, manipulation and artificial intelligence.  iRobot was founded in 1990 by Massachusetts Institute of Technology roboticists with the vision of making practical robots a reality. iRobot's home robots are revolutionizing the way people clean – inside and out. More than 15 million home robots have been sold worldwide. The award-winning iRobot Roomba® Vacuum Cleaning Robot is leading the charge. Roomba made practical robots a reality for the first time and showed the world that robots are here to stay. iRobot's acclaimed line of home robots also includes the iRobot Scooba® Floor Scrubbing Robot, the iRobot Braava™ Floor Mopping Robot, the iRobot Mirra™ Pool Cleaning Robot and the iRobot Looj® Gutter Cleaning Robot. In 2015, iRobot generated $617 million in revenue and employed more than 600 of the robot industry's top professionals, including mechanical, electrical and software engineers and related support staff.  iRobot stock trades on the NASDAQ stock market under the ticker symbol IRBT. iRobot's corporate headquarters are located in Bedford, Mass. The company also has offices in California, the United Kingdom, Shanghai and Hong Kong.","Artificial Intelligence (AI), Hardware, Machine Learning, Robotics","Bedford, Massachusetts, United States",iRobot is a technology company that designs and builds behavior-based AI robots.,"12,878"
Passage,https://www.crunchbase.com/organization/passage-e540,$500M to $1B,Private,Active,,For Profit,Nov-50,"Passage is a platform that matches international talents with workforce needs. Its mission is to provide access to life-changing educational and career opportunities. By offering financial solutions (such as student loans, grants and scholarships), Passage is able to best facilitate a newcomer’s transition when moving abroad. This transformative platform serves as a comprehensive tool and companion, providing guidance and resources for newcomers to begin their journey to a new life.","Artificial Intelligence (AI), EdTech, FinTech, Human Resources, Legal Tech, Recruiting","Toronto, Ontario, Canada",Our mission is to provide access to life-changing educational and career opportunities.,"14,278"
MEGVII,https://www.crunchbase.com/organization/megvii-technology,$500M to $1B,Private,Active,,For Profit,1001-5000,"Incorporated in 2011, Megvii is committed to make greatest value for customers and the whole society with extraordinary technology. Megvii is an Artificial Intelligence company specialized in providing enterprises and developers with intelligent solutions and data services, and is dedicated to the mission of “Create machines that can see and think”. Based on its original deep learning system Brain++, Megvii seeks to build AI Engine, a core fundamental technology powering various AI application. It is leveraging on recognition, control, optimization and other algorithms to connect individuals, objects and scenarios, building a product platform of IoT OS. It is connecting standardized hardware like sensors, robots and personal devices with AI+IoT (AIoT), thus commercializing three application-oriented IoT brains on a large scale, namely, city brain, supply chain brain, and personal life brain. Megvii is building an operation system for the era of AIoT. Megvii is an  AIoT solutions expert.","Artificial Intelligence (AI), Facial Recognition, Image Recognition, Machine Learning, Mobile, Robotics, Software","Beijing, Beijing, China","Megvii builds AI Engine, a core fundamental technology powering various AI application.","15,148"
Alteryx,https://www.crunchbase.com/organization/alteryx,$500M to $1B,Delisted,Active,"Made Acquisitions, Was Acquired",For Profit,1001-5000,"Alteryx, Inc. was formed in 2011 and is a leader in self-service data science and analytics. Alteryx provides analysts with the unique ability to easily prep, blend and analyze all of their data using a repeatable workflow, then deploy and share analytics at scale for deeper insights in hours, not weeks.  Analysts love the Alteryx Analytics platform because they can connect to and cleanse data from data warehouses, cloud applications, spreadsheets and other sources, easily join this data together, then perform analytics – predictive, statistical and spatial – using the same intuitive user interface, without writing any code.  Alteryx customers range from many of the world’s largest and best known brands, including Experian, Kaiser Permanente, Ford, and McDonald’s, to growing organizations such as Rosenblatt Securities, Veritix, and Consumer Orbit, who all use the power of data for a competitive edge. Alteryx was founded by Dean Stoecker, Alteryx CEO & Chairman; Ned Harding, Alteryx CTO; and Olivia Duane Adams, Alteryx Chief Customer Officer. It is funded by Insight Venture Partners, Iconiq Capital, Meritech Capital, SAP Ventures, Thomson-Reuters, and Toba Capital. Headquartered in Irvine, California, and with offices in Broomfield, Silicon Valley, Dallas, Chicago, Canada, the United Kingdom, Germany, Denmark, and Australia, Singapore, France and Japan.  Alteryx empowers over 3,500 customers worldwide.  Alteryx is a publicly traded company listed on the NYSE with the ticker symbol of AYX You can reach Alteryx from its website or by calling 1-888-836-4274. Alteryx is a registered trademark of Alteryx, Inc.","Analytics, Artificial Intelligence (AI), Business Intelligence, Data Governance, Data Integration, Data Management, Machine Learning, Predictive Analytics","Irvine, California, United States",Alteryx is a leading provider of an end to end data science & analytics platform for the enterprise,"15,609"
CloudWalk Technology,https://www.crunchbase.com/organization/cloudwalk-technology,$500M to $1B,Public,Active,,For Profit,501-1000,"CloudWalk Technology is an artificial intelligence facial recognition firm whose technology is widely applied in the financial, public security, and aviation sectors. CloudWalk Technology’s products include facial recognition terminals, facial scanning door entry and infrared binoculars scanning machines. It also has developed big-data platforms for public security to collect and recognize airline passengers and their ticket information, and a facial-recognition platform that connects with data base from the police department.","Artificial Intelligence (AI), Facial Recognition, Information Technology, Machine Learning","Beijing, Beijing, China","CloudWalk Technology is an AI platform that provides facial recognition services for the financial, public security, and aviation sectors.","16,911"
Cloudera,https://www.crunchbase.com/organization/cloudera,$500M to $1B,Delisted,Active,"Made Acquisitions, Was Acquired",For Profit,1001-5000,"Cloudera develops a data management and analytics platform. They specialize in delivering a hybrid data platform with secure data management and cloud-native data analytics. They provide software subscriptions and public cloud services. They also provide clients with professional services for the implementation and use of software subscriptions, machine learning expertise, consultation, training, and education services.","Analytics, Artificial Intelligence (AI), Cloud Computing, Data Governance, Data Management, Enterprise Software, Machine Learning, Software","Santa Clara, California, United States",Cloudera is a software development company that offers data management and cloud-native data analytic solutions.,"17,031"
fleetx.io,https://www.crunchbase.com/organization/fleetx-io,$500M to $1B,Private,Active,,For Profit,251-500,"Fleetx is an intelligent fleet management platform which uses AI, machine learning, sensors, and predictive analytics to help fleet owners improve their efficiency, safety, and make smart and better decisions in a cost effective and flexible way. Fleetx helps to maximize profit by monitoring the fleet's health and performance under a centralized platform, accessible from anywhere.","Analytics, Artificial Intelligence (AI), Fleet Management, Information Services, Logistics, Machine Learning, Predictive Analytics, Software","Gurgaon, Haryana, India",Fleetx is an intelligent fleet management platform that helps fleet owners improve their efficiency.,"18,253"
Axios HQ,https://www.crunchbase.com/organization/axios-hq,$500M to $1B,Private,Active,Made Acquisitions,For Profit,101-250,"Axios HQ is AI-powered communication software that helps organizations in management information systems. On September 9, 2022, Axios HQ, Axios' communications software business, separated from Axios Media Inc. and will operate independently as Axios HQ Inc. Axios HQ has over 300 clients, ranging from large corporations like Delta Airlines and local governments to small and medium-sized businesses.","Artificial Intelligence (AI), Information Technology, Management Information Systems","Arlington, Virginia, United States",Axios HQ is AI-powered communication software that helps organizations in management information systems.,"18,689"
Camect,https://www.crunchbase.com/organization/camect,$500M to $1B,Private,Active,,For Profit,Nov-50,"Camect is a very smart and private hub for your security cameras. Camect brings _continous_ local recording and 100% local object detection AI to your security cameras, plus a good UI and easy remote access. Manage hundreds of camera brands (including Nest, Arlo, and Wyze!) from one app, and get better alerts than any other consumer product, for orders of magnitude less than what a comparable feature set costs using common big brand consumer products.","Artificial Intelligence (AI), Internet of Things, Security, Software","Mountain View, California, United States","SaaS, Home Security, IP Cameras, Video Analytics","20,355"
Summize,https://www.crunchbase.com/organization/summize-7b27,$500M to $1B,Private,Active,,For Profit,Nov-50,"Summize provides a unique approach to contract lifecycle management by integrating directly within existing business tools like Outlook, Gmail, and Salesforce. This platform streamlines contract requests, reviews, and storage, allowing legal teams to operate more efficiently while utilizing AI for automation and contract analysis.","Analytics, Artificial Intelligence (AI), Contact Management, Legal Tech, SaaS","Manchester, Manchester, United Kingdom",Summize offers a decentralized platform for efficient contract lifecycle management.,"20,776"
OrCam Technologies,https://www.crunchbase.com/organization/orcam-technologies,$500M to $1B,Private,Active,,For Profit,101-250,"OrCam harnesses the power of artificial vision in an intuitive portable device that compensates for lost visual abilities.  OrCam has created a technologically advanced device unique in its ability to provide visual aid through a discreet wearable platform and simple easy-to-use interface which serves to enhance the daily lives of people with vision loss. The OrCam device is a smart camera mounted on the frames of your eyeglasses, which “sees” text, recognizes objects and “whispers” in your ear.","Artificial Intelligence (AI), Assistive Technology, Fitness, Health Care, Medical Device, Wearables, Wellness","Jerusalem, Yerushalayim, Israel",OrCam harnesses the power of artificial vision in an intuitive portable device that compensates for lost visual abilities.,"21,344"
Better Origin,https://www.crunchbase.com/organization/betterorigin,$500M to $1B,Private,Active,,For Profit,Nov-50,"Food waste is a human-made problem, and nature already has a solution. The answer lies in natural upcyclers, such as insects. Our product - the Better Origin X1 – is an AI-powered insect farm that combines this idea with cutting-edge technology.","Agriculture, Artificial Intelligence (AI), Biofuel, Farming","Cambridge, Cambridgeshire, United Kingdom",The food chain is broken. Our technology fixes it.,"28,898"
UnionDigital Bank,https://www.crunchbase.com/organization/uniondigital-bank,$500M to $1B,Private,Active,,For Profit,251-500,,"Artificial Intelligence (AI), Banking, Blockchain, FinTech","Manila, Manila, Philippines","UnionDigital Bank provides digital banking services to individuals and businesses to grow in the areas of Blockchain, Data Science, and AI.","31,018"
Quartolio,https://www.crunchbase.com/organization/quartolio,$500M to $1B,Private,Active,,For Profit,10-Jan,Quartolio is an autonomous insight discovery platform that makes sense of millions of scientific documents in real-time.,"AgTech, Artificial Intelligence (AI), Big Data, Cloud Data Services, Food and Beverage, Information Technology, Knowledge Management, Software","New York, New York, United States",Quartolio is an autonomous insight discovery platform that makes sense of millions of scientific documents in real-time.,"31,480"
Colabra,https://www.crunchbase.com/organization/colabra-app,$500M to $1B,Private,Active,,For Profit,10-Jan,"Colabra makes scientific teams more efficient with real-time collaboration, integration of all data, and agile project management.","Artificial Intelligence (AI), Market Research, Project Management","San Francisco, California, United States",Accelerating the world's R&D.,"34,625"
3d Signals,https://www.crunchbase.com/organization/3dsignals,$500M to $1B,Private,Active,,For Profit,51-100,"3d Signals accelerates the digital transformation of manufacturers to the Industry 4.0 era. Our solution enables immediate visibility into production floors, through the quick, non-invasive, and machine agnostic deployment of a wide range of sensors. Our AI-based Asset Performance Monitoring platform transforms this data into powerful insights, providing multiple business intelligence and analysis tools in the cloud. This solution has been proven to significantly improve machine productivity and reduce operating costs within months of installation. 3d Signals was named 2021& 2020 Red Herring top 100 Europe winner, selected from approximately 1,200 privately financed companies. For more information, please visit our website.","Artificial Intelligence (AI), Industrial, Industrial Automation, Machine Learning","Kfar Saba, HaMerkaz, Israel",3d Signals helps manufacturers digitalize their machines to become an industry 4.0 “factory of the future”.,"37,695"
Sfara,https://www.crunchbase.com/organization/sfara,$500M to $1B,Private,Active,,For Profit,Nov-50,"Sfara is enabling a mobile revolution in safety and control. Sfara’s patented AI technology and global platform transforms the smartphone into a secure mobile safety and analytics solution, available as a GDPR-compliant SaaS offering to our partners in the mobility space, including automakers and mobile network operators.    Capable of running on 4.6B smartphones sold worldwide since 2013, Sfara technology represents a paradigm shift for the telematics industry and our partners—offering unprecedented detection capabilities, without incremental hardware or data transport costs. Sfara provides a highly scalable, cloud-based data analytics and assurance solution designed to assist companies navigating the challenges of shifting transportation models, such as transportation-as-a-service, semi and fully autonomous vehicles, as well as fleet management and ride-sharing services.    Sfara is led by a deeply experienced executive team with over 150 billion miles driven on their leading edge, embedded and aftermarket telematics solutions for consumer and fleet applications, including UBI and MHAV, operated throughout North America, Europe and China. Headquartered in Hoboken, NJ, Sfara also is expanding in Silicon Valley, Finland, Israel, and in Germany via Sfara GmbH. Triggered TrainingTM and Sphere of SafetyTM are trademarks of Sfara.","Artificial Intelligence (AI), Auto Insurance, Automotive, Fleet Management, InsurTech, Mobile, Public Safety, Software, Transportation","Hoboken, New Jersey, United States",A mobile revolution in safety and control.,"39,264"
Syntegra,https://www.crunchbase.com/organization/synytegra,$500M to $1B,Private,Active,,For Profit,Nov-50,"Syntegra applies state-of-the-art machine learning models to create validated, synthetic data derivatives of health care data that match all of the statistical properties of the underlying data, but guaranteed to contain none of the original data, and cleared of privacy issues. Healthcare systems and data aggregators are forced to impose ever greater barriers to clinical data access. Syntegra is unique in developing a very large, open-access data platform of high quality, patient-level real-world data, trained using modern machine learning methods on health system information. Users can leverage our platform to conduct analytics, building predictive models, generating synthetic control groups for clinical trials and more. Since training is done on data at rest, and only deep learning model parameters are sent from the Syntegra API to the Syntegra servers, there is no risk of identifiable personal information leaving our secure platform. To satisfy health system security teams and end-users, numerous methods of validation, leak-testing and benchmarking are applied to the data derivatives before they pierce the health system’s firewall. Syntegra’s solution is scalable, and usable across many types of data, from images to financial information to sensor streams, will be securely added to our data lake over time. The company is led by a team of extraordinary serial entrepreneurs and university faculty with deep knowledge in medicine and data science.","Artificial Intelligence (AI), Health Care, Information Technology, Machine Learning","San Francisco, California, United States",Syntegra applies state-of-the-art machine learning models to create synthetic healthcare datasets.,"39,867"
Datomize Ltd.,https://www.crunchbase.com/organization/datomize-ltd,$500M to $1B,Private,Active,,For Profit,Nov-50,"Founded in 2020, Datomize enables data scientists to improve their machine learning model's performance dramatically. Recognizing that the primary constraints in developing high-performing ML model's are the shortage of high-quality data and the resource-intensive process of feature engineering, Datomize equips data scientists with limitless data of exceptional quality and variety while automatically engineering a comprehensive set of advanced features. Datomize's platform augments original data with synthetic data of exceptional quality, automatically engineers features that optimize ML model performance, completes missing data, balances data with sufficient representation of any class to avoid biased models, and enables the simulation of innovative scenarios via rules-based data generation.","Artificial Intelligence (AI), Machine Learning, Software","Tel Aviv, Tel Aviv, Israel",Dramatically improve ML model performance,"40,672"
Blink Identity,https://www.crunchbase.com/organization/blink-identity,$500M to $1B,Private,Active,,For Profit,10-Jan,Blink Identity uses advanced identity technology to build next generation access control. Our technology identifies people at a full walking speed and we provide live entertainment venues with advanced tools to manage their space while giving fans faster and easier entrance to an event. Who likes standing in line? Nobody.,"Artificial Intelligence (AI), Biometrics, Computer Vision, Facial Recognition, Hardware, Information Technology, Machine Learning, Physical Security, Software","Austin, Texas, United States",Privacy preserving face recognition technology for personalized customer experiences and increased venue safety.,"40,821"
Maslo,https://www.crunchbase.com/organization/maslo,$500M to $1B,Private,Active,,For Profit,10-Jan,"Maslo is a new category defining technology. The platform captures and processes unstructured signals like audio, video, and biomarkers to infer mental states, behaviors, and change in people over time.","Artificial Intelligence (AI), Audio, Developer APIs, Information Technology, Personal Health, Software","Los Angeles, California, United States",We make companions that care about people.,"42,456"
